CO_CODE	DIST_CODE	YEAR	TOTCOST
80	7820	1011	15570
80	7830	1011	11252
80	7830	1011	15570
80	7850	1011	15253
80	7850	1011	15570
80	7890	1011	15988
80	7890	1011	15570
80	8010	1011	14344
80	8010	1011	15570
80	8050	1011	13105
80	8050	1011	15570
80	8060	1011	13939
80	8060	1011	15570
80	8065	1011	16641
80	8065	1011	15570
80	8140	1011	15566
80	8140	1011	15570
			
			
			
			
			
			
			
			
			
			
			
			
			
			
