CO_CODE	DIST_CODE	YEAR	TOTCOST
11	5070	1011	16053
11	5300	1011	17054
11	5300	1011	16053
11	5390	1011	17150
11	5390	1011	17455
13	0250	1011	14367
13	0250	1011	17455
13	0410	1011	15218
13	0410	1011	17455
13	0660	1011	16163
13	0660	1011	17455
13	0760	1011	17253
13	0760	1011	17455
13	1210	1011	22750
13	1210	1011	17455
13	1390	1011	21923
13	1390	1011	22023
13	1400	1011	17805
13	1400	1011	15528
13	1465	1011	15332
13	1465	1011	15528
13	1750	1011	14689
13	1750	1011	17455
13	2330	1011	21125
13	2330	1011	17455
13	2730	1011	17716
13	2730	1011	17455
13	3190	1011	17392
13	3190	1011	17455
13	3310	1011	17806
13	3310	1011	17455
13	3570	1011	21706
13	3570	1011	17455
13	3630	1011	17249
13	3630	1011	15528
13	3750	1011	15973
13	3750	1011	17455
13	3880	1011	18948
13	3880	1011	17455
13	4530	1011	16454
13	4530	1011	15528
13	4900	1011	17895
13	4900	1011	17455
13	5370	1011	15190
13	5370	1011	17455
13	5630	1011	23249
13	5630	1011	18237
13	5680	1011	21236
13	5680	1011	17455
15	0860	1011	15961
15	0860	1011	17455
15	0870	1011	14287
15	0870	1011	18237
15	1100	1011	14858
15	1100	1011	17455
15	1180	1011	13032
15	1180	1011	15528
15	1330	1011	13966
15	1330	1011	15528
15	1590	1011	13201
15	1590	1011	15528
15	1715	1011	21930
15	1715	1011	18237
15	1730	1011	17377
15	1730	1011	17455
15	1774	1011	48060
15	1774	1011	61117
15	1775	1011	18569
15	1775	1011	22023
15	1830	1011	19233
15	1830	1011	17455
15	2070	1011	13309
15	2070	1011	15528
15	2440	1011	14085
15	2440	1011	18237
15	2750	1011	15289
15	2750	1011	17455
15	2990	1011	14529
15	2990	1011	15528
15	3280	1011	14182
15	3280	1011	17455
15	3490	1011	14881
15	3490	1011	15528
15	4020	1011	17438
15	4020	1011	17455
15	4140	1011	15503
15	4140	1011	17455
15	4880	1011	13282
15	4880	1011	15528
15	4940	1011	16791
15	4940	1011	18237
15	5120	1011	13578
15	5120	1011	15528
15	5500	1011	16745
15	5500	1011	17455
15	5590	1011	12593
15	5590	1011	15528
15	5620	1011	14252
15	5620	1011	17455
15	5740	1011	16309
15	5740	1011	15528
15	5860	1011	18374
15	5860	1011	17455
15	5870	1011	15465
15	5870	1011	15528
17	0220	1011	14406
17	0220	1011	17455
17	1200	1011	14344
17	1200	1011	17455
17	1850	1011	11556
17	1850	1011	17455
17	2060	1011	19081
17	2060	1011	17455
17	2210	1011	23870
17	2210	1011	17455
17	2295	1011	39024
17	2295	1011	22023
17	2390	1011	22397
17	2390	1011	17455
17	2410	1011	15838
17	2410	1011	17455
17	3610	1011	14303
17	3610	1011	17455
17	4730	1011	17272
17	4730	1011	17455
17	5240	1011	18937
17	5240	1011	17455
17	5580	1011	18539
17	5580	1011	17455
17	5670	1011	16238
17	5670	1011	17455
19	0020	1011	18021
19	0020	1011	16053
19	0370	1011	18889
19	0370	1011	16053
19	0430	1011	13838
19	0430	1011	17455
19	0670	1011	16826
19	0670	1011	16053
19	0910	1011	16541
19	0910	1011	16053
19	0920	1011	17393
19	0920	1011	16053
19	1040	1011	19658
19	1040	1011	16053
19	1050	1011	18170
19	1050	1011	18671
19	1160	1011	17012
19	1160	1011	16053
19	1510	1011	16025
19	1510	1011	16053
19	1600	1011	19813
19	1600	1011	16053
19	1680	1011	16801
19	1680	1011	16053
19	1970	1011	25148
19	1970	1011	16053
19	2140	1011	19829
19	2140	1011	16053
19	2220	1011	17123
19	2220	1011	16053
19	2300	1011	20564
19	2300	1011	18671
19	2308	1011	8768
19	2308	1011	22023
19	2450	1011	17170
19	2450	1011	16053
19	2530	1011	17694
19	2530	1011	15528
19	2590	1011	24477
19	2590	1011	16053
19	2600	1011	17159
19	2600	1011	16053
19	3180	1011	18417
19	3180	1011	16053
19	3660	1011	18863
19	3660	1011	18671
19	4350	1011	16589
19	4350	1011	16053
19	4890	1011	29921
19	4890	1011	18237
19	5050	1011	19507
19	5050	1011	15528
19	5180	1011	17763
19	5180	1011	16053
19	5270	1011	19833
19	5270	1011	16053
19	5600	1011	18557
19	5600	1011	15528
21	1245	1011	16538
21	1245	1011	17455
21	1430	1011	17192
21	1430	1011	17455
21	1950	1011	14497
21	1950	1011	17455
21	2280	1011	19926
21	2280	1011	17455
21	2580	1011	18052
21	2580	1011	17455
21	3103	1011	63022
21	3103	1011	61117
21	3105	1011	17402
21	3105	1011	22023
21	4255	1011	22570
21	4255	1011	17455
21	5510	1011	14091
21	5510	1011	17455
21	5715	1011	16232
21	5715	1011	17455
23	0750	1011	15187
23	0750	1011	17455
23	0970	1011	20012
23	0970	1011	17455
23	1140	1011	14930
23	1140	1011	17455
23	1170	1011	17273
23	1170	1011	17455
23	1290	1011	15021
23	1290	1011	17455
23	2150	1011	20120
23	2150	1011	17455
23	2370	1011	14318
23	2370	1011	17455
23	3120	1011	17411
23	3120	1011	17455
23	3140	1011	14939
23	3140	1011	17455
23	3150	1011	22683
23	3150	1011	22023
23	3220	1011	15186
23	3220	1011	17455
23	3290	1011	18155
23	3290	1011	17455
23	3530	1011	19998
23	3530	1011	17455
23	3620	1011	15641
23	3620	1011	17455
23	3845	1011	15093
23	3845	1011	17455
23	4090	1011	17717
23	4090	1011	17455
23	4130	1011	15185
23	4130	1011	17455
23	4660	1011	14094
23	4660	1011	17455
23	4830	1011	15026
23	4830	1011	17455
23	4860	1011	15180
23	4860	1011	17455
23	4910	1011	14712
23	4910	1011	17455
23	4920	1011	12710
23	4920	1011	17455
23	4970	1011	14928
23	4970	1011	17455
23	5850	1011	14710
23	5850	1011	17455
25	0100	1011	29095
25	0100	1011	17455
25	0130	1011	17365
25	0130	1011	15528
25	0180	1011	18927
25	0180	1011	17455
25	0270	1011	17372
25	0270	1011	17455
25	0500	1011	19613
25	0500	1011	17455
25	0560	1011	14237
25	0560	1011	17455
25	0945	1011	19450
25	0945	1011	16053
25	1000	1011	23475
25	1000	1011	17455
25	1260	1011	19898
25	1260	1011	16053
25	1440	1011	13278
25	1440	1011	16053
25	1490	1011	15982
25	1490	1011	16053
25	1640	1011	16315
25	1640	1011	16053
25	1650	1011	15357
25	1650	1011	18671
25	1660	1011	15880
25	1660	1011	16053
25	2105	1011	15457
25	2105	1011	17455
25	2120	1011	24254
25	2120	1011	18237
25	2160	1011	19518
25	2160	1011	15528
25	2230	1011	17972
25	2230	1011	17455
25	2290	1011	16854
25	2290	1011	16053
25	2400	1011	23502
25	2400	1011	17455
25	2430	1011	18324
25	2430	1011	17455
25	2720	1011	15941
25	2720	1011	16053
25	2770	1011	20140
25	2770	1011	17455
25	2920	1011	15058
25	2920	1011	16053
25	2930	1011	15293
25	2930	1011	17455
25	3030	1011	14914
25	3030	1011	16053
25	3040	1011	16175
25	3040	1011	17455
25	3160	1011	15193
25	3160	1011	17455
25	3200	1011	16998
25	3200	1011	17455
25	3250	1011	14374
25	3250	1011	16053
25	3260	1011	21927
25	3260	1011	22023
25	3270	1011	24754
25	3270	1011	18671
25	3500	1011	14309
25	3500	1011	17455
25	3510	1011	20773
25	3510	1011	17455
25	3810	1011	17599
25	3810	1011	17455
25	3830	1011	15451
25	3830	1011	16053
25	4360	1011	17881
25	4360	1011	16053
25	4365	1011	23776
25	4365	1011	18671
25	4520	1011	19323
25	4520	1011	17455
25	4570	1011	15761
25	4570	1011	16053
25	4580	1011	18250
25	4580	1011	18671
25	4690	1011	19630
25	4690	1011	17455
25	4760	1011	24604
25	4760	1011	18671
25	4770	1011	15935
25	4770	1011	16053
25	4980	1011	19677
25	4980	1011	17455
25	4990	1011	15475
25	4990	1011	17455
25	5185	1011	15886
25	5185	1011	16053
25	5230	1011	15127
25	5230	1011	17455
25	5310	1011	16495
25	5310	1011	17455
25	5420	1011	16484
25	5420	1011	17455
25	5640	1011	16596
25	5640	1011	16053
27	0450	1011	20559
27	0450	1011	17455
27	0460	1011	15642
27	0460	1011	17455
27	0630	1011	18903
27	0630	1011	17455
27	0785	1011	15428
27	0785	1011	17455
27	0820	1011	16834
27	0820	1011	16053
27	1090	1011	15956
27	1090	1011	16053
27	1110	1011	15110
27	1110	1011	17455
27	1190	1011	17684
27	1190	1011	16053
27	1530	1011	17051
27	1530	1011	16053
27	1990	1011	21556
27	1990	1011	18671
27	2000	1011	16220
27	2000	1011	16053
27	2010	1011	24008
27	2010	1011	17455
27	2380	1011	16094
27	2380	1011	17455
27	2460	1011	16692
27	2460	1011	17455
27	2650	1011	16538
27	2650	1011	17455
27	2870	1011	17130
27	2870	1011	17455
27	3090	1011	15637
27	3090	1011	16053
27	3100	1011	20287
27	3100	1011	16053
27	3240	1011	14386
27	3240	1011	17455
27	3340	1011	16611
27	3340	1011	17455
27	3365	1011	19833
27	3365	1011	22023
27	3370	1011	21488
27	3370	1011	18671
27	3380	1011	17520
27	3380	1011	17455
27	3385	1011	20148
27	3385	1011	17455
27	3410	1011	17553
27	3410	1011	17455
27	3450	1011	17053
27	3450	1011	17455
27	3460	1011	22398
27	3460	1011	17455
27	3520	1011	14762
27	3520	1011	16053
27	3950	1011	18132
27	3950	1011	17455
27	4000	1011	17390
27	4000	1011	16053
27	4080	1011	16260
27	4080	1011	17455
27	4330	1011	15810
27	4330	1011	17455
27	4440	1011	16488
27	4440	1011	17455
27	4480	1011	12001
27	4480	1011	16053
27	4490	1011	18358
27	4490	1011	16053
27	4560	1011	17193
27	4560	1011	17455
27	5520	1011	16296
27	5520	1011	16053
27	5660	1011	18141
27	5660	1011	18671
27	5770	1011	14858
27	5770	1011	16053
29	0185	1011	16483
29	0185	1011	17455
29	0210	1011	20507
29	0210	1011	17455
29	0230	1011	20947
29	0230	1011	15528
29	0320	1011	16548
29	0320	1011	15528
29	0530	1011	14733
29	0530	1011	17455
29	0770	1011	18271
29	0770	1011	18237
29	1150	1011	19650
29	1150	1011	15528
29	2350	1011	17300
29	2350	1011	15528
29	2360	1011	14686
29	2360	1011	17455
29	2480	1011	15179
29	2480	1011	17455
29	2500	1011	14747
29	2500	1011	17455
29	2520	1011	23362
29	2520	1011	17455
29	2550	1011	18490
29	2550	1011	17455
29	2690	1011	15633
29	2690	1011	15528
29	2760	1011	25376
29	2760	1011	15528
29	2940	1011	16615
29	2940	1011	17455
29	3790	1011	15428
29	3790	1011	22023
29	3800	1011	17947
29	3800	1011	15528
29	3820	1011	18051
29	3820	1011	17455
29	4105	1011	19364
29	4105	1011	18237
29	4190	1011	15849
29	4190	1011	17455
29	4210	1011	13191
29	4210	1011	17455
29	4220	1011	16908
29	4220	1011	17455
29	4710	1011	18882
29	4710	1011	15528
29	4950	1011	18715
29	4950	1011	18237
29	5020	1011	16141
29	5020	1011	15528
29	5190	1011	13426
29	5190	1011	17455
31	0420	1011	17951
31	0420	1011	17455
31	0900	1011	14193
31	0900	1011	17455
31	1920	1011	14801
31	1920	1011	16053
31	2100	1011	15334
31	2100	1011	17455
31	2510	1011	19107
31	2510	1011	18671
31	2700	1011	14868
31	2700	1011	16053
31	3640	1011	15845
31	3640	1011	16053
31	3970	1011	18588
31	3970	1011	17455
31	3980	1011	21108
31	3980	1011	18671
31	3990	1011	18434
31	3990	1011	18671
31	3995	1011	23256
31	3995	1011	22023
31	4010	1011	19042
31	4010	1011	17455
31	4230	1011	18566
31	4230	1011	17455
31	4270	1011	13512
31	4270	1011	16053
31	4400	1011	17087
31	4400	1011	16053
31	5200	1011	14698
31	5200	1011	16053
31	5440	1011	17816
31	5440	1011	16053
31	5570	1011	16789
31	5570	1011	17455
31	5650	1011	17804
31	5650	1011	17455
31	5690	1011	13091
31	5690	1011	16053
33	0060	1011	12982
33	0060	1011	17455
33	1350	1011	16775
33	1350	1011	17455
33	2800	1011	19350
33	2800	1011	17455
33	2950	1011	16826
33	2950	1011	17455
33	3860	1011	17659
33	3860	1011	17455
33	4070	1011	16321
33	4070	1011	17455
33	4075	1011	15758
33	4075	1011	17455
33	4150	1011	14872
33	4150	1011	17455
33	4280	1011	14308
33	4280	1011	17455
33	4630	1011	21630
33	4630	1011	17455
33	4635	1011	33942
33	4635	1011	61117
33	4640	1011	14017
33	4640	1011	22023
33	5320	1011	13989
33	5320	1011	17455
33	5910	1011	12868
33	5910	1011	17455
35	0240	1011	20186
35	0240	1011	17455
35	0350	1011	15671
35	0350	1011	17455
35	0490	1011	15394
35	0490	1011	17455
35	0510	1011	16876
35	0510	1011	17455
35	0555	1011	16254
35	0555	1011	17455
35	1610	1011	18288
35	1610	1011	17455
35	1810	1011	17111
35	1810	1011	17455
35	2170	1011	15440
35	2170	1011	17455
35	3000	1011	15339
35	3000	1011	17455
35	3320	1011	15858
35	3320	1011	17455
35	3670	1011	17028
35	3670	1011	17455
35	4810	1011	30204
35	4810	1011	22023
35	4815	1011	19278
35	4815	1011	17455
35	4820	1011	17177
35	4820	1011	17455
35	4850	1011	15341
35	4850	1011	17455
35	5470	1011	17997
35	5470	1011	16053
35	5540	1011	17643
35	5540	1011	16053
35	5550	1011	19061
35	5550	1011	18671
37	0090	1011	17344
37	0090	1011	17455
37	0640	1011	14463
37	0640	1011	16053
37	1560	1011	18672
37	1560	1011	16053
37	1570	1011	16685
37	1570	1011	16053
37	1630	1011	16253
37	1630	1011	15528
37	1800	1011	16542
37	1800	1011	17455
37	1930	1011	20116
37	1930	1011	16053
37	1980	1011	17130
37	1980	1011	15528
37	2030	1011	16599
37	2030	1011	16053
37	2165	1011	21401
37	2165	1011	18671
37	2240	1011	16937
37	2240	1011	17455
37	2465	1011	19158
37	2465	1011	18237
37	2490	1011	19131
37	2490	1011	16053
37	2615	1011	16547
37	2615	1011	18671
37	3300	1011	18133
37	3300	1011	17455
37	3590	1011	17145
37	3590	1011	17455
37	3840	1011	16313
37	3840	1011	16053
37	4650	1011	17207
37	4650	1011	15528
37	4960	1011	15828
37	4960	1011	17455
37	5030	1011	14769
37	5030	1011	16053
37	5040	1011	16618
37	5040	1011	15528
37	5100	1011	16164
37	5100	1011	16053
37	5110	1011	23447
37	5110	1011	22023
37	5360	1011	18707
37	5360	1011	17455
37	5435	1011	19214
37	5435	1011	18671
39	0310	1011	16382
39	0310	1011	17455
39	0850	1011	15143
39	0850	1011	17455
39	0980	1011	14232
39	0980	1011	17455
39	1320	1011	19170
39	1320	1011	17455
39	1710	1011	15840
39	1710	1011	17455
39	2190	1011	17345
39	2190	1011	17455
39	2420	1011	16752
39	2420	1011	17455
39	2660	1011	17634
39	2660	1011	17455
39	3470	1011	14403
39	3470	1011	17455
39	3560	1011	16217
39	3560	1011	17455
39	4160	1011	19117
39	4160	1011	17455
39	4290	1011	16328
39	4290	1011	17455
39	4540	1011	18621
39	4540	1011	17455
39	4550	1011	16086
39	4550	1011	17455
39	4670	1011	15056
39	4670	1011	17455
39	5000	1011	16612
39	5000	1011	17455
39	5090	1011	17861
39	5090	1011	17455
39	5260	1011	15818
39	5260	1011	22023
39	5290	1011	17777
39	5290	1011	17455
39	5730	1011	14981
39	5730	1011	17455
39	5810	1011	19746
39	5810	1011	17455
41	0030	1011	17136
41	0030	1011	17455
41	0070	1011	13505
41	0070	1011	17455
41	0280	1011	15021
41	0280	1011	17455
41	0400	1011	13203
41	0400	1011	15528
41	1620	1011	18283
41	1620	1011	15528
41	1670	1011	15750
41	1670	1011	15528
41	1785	1011	15236
41	1785	1011	17455
41	1840	1011	12146
41	1840	1011	17455
41	1870	1011	15537
41	1870	1011	17455
41	2040	1011	16501
41	2040	1011	17455
41	2250	1011	16545
41	2250	1011	17455
41	2470	1011	16956
41	2470	1011	15528
41	2790	1011	12938
41	2790	1011	17455
41	2970	1011	13335
41	2970	1011	15528
41	3675	1011	16111
41	3675	1011	18237
41	3890	1011	18118
41	3890	1011	17455
41	4100	1011	17901
41	4100	1011	17455
41	4200	1011	15394
41	4200	1011	17455
41	5460	1011	18704
41	5460	1011	22023
41	5465	1011	17781
41	5465	1011	18237
41	5480	1011	13608
41	5480	1011	15528
41	5530	1011	14145
41	5530	1011	15528
41	5780	1011	15615
41	5780	1011	17455
80	6010	1011	19362
80	6010	1011	15570
80	6013	1011	11632
80	6013	1011	15570
80	6016	1011	15587
80	6016	1011	15570
80	6017	1011	15662
80	6017	1011	15570
80	6018	1011	14846
80	6018	1011	15570
80	6020	1011	15690
80	6020	1011	15570
80	6021	1011	14430
80	6021	1011	15570
80	6022	1011	12066
80	6022	1011	15570
80	6024	1011	18844
80	6024	1011	15570
80	6025	1011	13115
80	6025	1011	15570
80	6026	1011	9267
80	6026	1011	15570
80	6027	1011	11374
80	6027	1011	15570
80	6028	1011	10362
80	6028	1011	15570
80	6029	1011	15255
80	6029	1011	15570
80	6030	1011	10813
80	6030	1011	15570
80	6033	1011	14311
80	6033	1011	15570
80	6036	1011	10962
80	6036	1011	15570
80	6037	1011	16658
80	6037	1011	15570
80	6038	1011	16216
80	6038	1011	15570
80	6041	1011	14122
80	6041	1011	15570
80	6044	1011	9430
80	6044	1011	15570
80	6212	1011	17727
80	6212	1011	15570
80	6215	1011	23924
80	6215	1011	15570
80	6217	1011	
80	6217	1011	15570
80	6230	1011	7799
80	6230	1011	15570
80	6232	1011	12600
80	6232	1011	15570
80	6235	1011	14544
80	6235	1011	15570
80	6240	1011	14016
80	6240	1011	15570
80	6320	1011	17204
80	6320	1011	15570
80	6325	1011	17986
80	6325	1011	15570
80	6410	1011	15811
80	6410	1011	15570
80	6420	1011	14607
80	6420	1011	15570
80	6425	1011	20136
80	6425	1011	15570
80	6430	1011	17374
80	6430	1011	15570
80	6612	1011	15641
80	6612	1011	15570
80	6635	1011	14974
80	6635	1011	15570
80	6665	1011	16588
80	6665	1011	15570
80	6720	1011	18321
80	6720	1011	15570
80	6740	1011	18517
80	6740	1011	15570
80	6810	1011	18736
80	6810	1011	15570
80	6910	1011	14117
80	6910	1011	15570
80	6915	1011	13750
80	6915	1011	15570
80	7100	1011	16426
80	7100	1011	15570
80	7109	1011	17478
80	7109	1011	15570
80	7115	1011	11913
80	7115	1011	15570
80	7210	1011	17287
80	7210	1011	15570
80	7280	1011	14475
80	7280	1011	15570
80	7290	1011	16132
80	7290	1011	15570
80	7320	1011	16878
80	7320	1011	15570
80	7325	1011	18200
80	7325	1011	15570
80	7410	1011	15419
80	7410	1011	15570
80	7420	1011	17418
80	7420	1011	15570
80	7500	1011	12671
80	7500	1011	15570
80	7503	1011	15507
80	7503	1011	15570
80	7520	1011	
80	7520	1011	15570
80	7540	1011	14797
80	7540	1011	15570
80	7600	1011	13738
80	7600	1011	15570
80	7720	1011	15438
80	7720	1011	15570
80	7727	1011	12249
80	7727	1011	15570
80	7730	1011	15345
80	7730	1011	15570
80	7735	1011	13515
80	7735	1011	15570
80	7820	1011	16430
